customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,Age,Age Group,address,postcode,state,country,property_valuation,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,customer_segment,segment_rank,name,total_sales
1532,Marty,Wiggall,Female,27,1972-10-26,VP Accounting,Financial Services,Mass Customer,Yes,10.0,45.0,40-49,305 Vera Lane,2165.0,NSW,Australia,8.0,3,6,2827.66,4,2,2,422,Becoming Loyal,3,Marty Wiggall,6446.1900000000005
1533,Sonia,Rous,Female,59,1977-07-02,Social Worker,Health,Affluent Customer,Yes,8.0,40.0,40-49,2 Moulton Drive,2567.0,NSW,Australia,10.0,104,8,3968.52,1,4,3,143,Almost Lost Customer,9,Sonia Rous,7532.76
1534,Rosabelle,Hollington,Female,74,1998-11-30,Human Resources Assistant I,Manufacturing,Mass Customer,No,4.0,19.0,Under 20,213 Alpine Avenue,2168.0,NSW,Australia,9.0,46,7,3244.32,2,3,3,233,Losing Customer,7,Rosabelle Hollington,7048.71
1535,Emanuel,Baukham,Male,80,1997-04-08,Cost Accountant,Financial Services,Affluent Customer,Yes,3.0,21.0,20-29,2 Saint Paul Parkway,2040.0,NSW,Australia,12.0,104,5,2811.97,1,2,2,122,Evasive Customer,10,Emanuel Baukham,7008.0599999999995
1536,Tiffany,Fanshaw,Female,28,1979-10-04,Software Consultant,Financial Services,Affluent Customer,Yes,15.0,38.0,30-39,7921 Trailsway Center,2759.0,NSW,Australia,9.0,33,4,2018.04,3,1,2,312,Late Bloomer,6,Tiffany Fanshaw,4914.46
1537,Andres,Beranek,Male,23,1969-11-17,Librarian,Entertainment,Mass Customer,No,10.0,48.0,40-49,90323 Pine View Hill,2148.0,NSW,Australia,8.0,26,9,5101.549999999999,3,4,4,344,Recent Customer,4,Andres Beranek,9589.18
1538,Ahmed,Edmondson,Male,74,1989-04-22,Pharmacist,Health,High Net Worth,Yes,12.0,29.0,20-29,27 Hooker Plaza,2177.0,NSW,Australia,8.0,1,4,222.77999999999994,4,1,1,411,Recent Customer,4,Ahmed Edmondson,891.12
1539,Filberte,Godmer,Male,3,1977-11-17,Account Executive,Unknown,Mass Customer,Yes,16.0,40.0,40-49,193 Bluejay Hill,2160.0,NSW,Australia,9.0,65,8,3479.18,2,4,3,243,Losing Customer,7,Filberte Godmer,6655.98
1540,Ilene,Agett,Female,53,1962-03-17,Mechanical Systems Engineer,Property,Mass Customer,Yes,19.0,56.0,50-59,8 Monument Junction,2154.0,NSW,Australia,11.0,5,6,3641.91,4,2,3,423,Becoming Loyal,3,Ilene Agett,7965.92
1541,Dynah,Grimes,Female,7,1954-12-28,Structural Engineer,Argiculture,Mass Customer,Yes,13.0,63.0,60-69,22 Portage Road,2155.0,NSW,Australia,9.0,70,5,3324.89,2,2,3,223,High Risk Customer,8,Dynah Grimes,6311.2
1542,Sanders,Fernyhough,Male,56,1978-07-27,Food Chemist,Health,Mass Customer,Yes,12.0,39.0,30-39,243 Mosinee Place,2155.0,NSW,Australia,10.0,133,5,1825.3200000000006,1,2,1,121,Evasive Customer,10,Sanders Fernyhough,5625.49
1543,Michaela,Andrasch,Female,25,1993-10-13,Database Administrator III,Unknown,High Net Worth,No,9.0,24.0,20-29,65 Southridge Alley,2745.0,NSW,Australia,10.0,74,3,1359.4600000000003,2,1,1,211,Almost Lost Customer,9,Michaela Andrasch,2638.73
1544,Keane,Moneypenny,Male,75,1963-08-22,Dental Hygienist,Health,Affluent Customer,Yes,11.0,54.0,50-59,16 Maple Wood Center,2155.0,NSW,Australia,10.0,329,1,903.11,1,1,1,111,Lost Customer,11,Keane Moneypenny,1057.51
1545,Carver,Saturley,Male,34,1977-09-06,Associate Professor,Health,Mass Customer,Yes,15.0,40.0,40-49,8595 Ruskin Plaza,3196.0,VIC,Australia,10.0,2,7,2637.47,4,3,2,432,Becoming Loyal,3,Carver Saturley,6179.73
1546,Natalya,Moscone,Female,22,1956-10-28,Compensation Analyst,Financial Services,Mass Customer,Yes,8.0,61.0,60-69,2 Eastwood Street,2153.0,NSW,Australia,10.0,69,7,2501.87,2,3,2,232,Losing Customer,7,Natalya Moscone,6956.75
1547,Chiquita,Billyard,Female,82,1990-02-26,Account Coordinator,Unknown,Mass Customer,Yes,12.0,28.0,20-29,68 Delaware Avenue,2768.0,NSW,Australia,10.0,27,9,6523.19,3,4,4,344,Recent Customer,4,Chiquita Billyard,12870.9
1548,Perla,Cortnay,Female,70,1995-02-03,Unknown,Manufacturing,Mass Customer,Yes,2.0,23.0,20-29,08167 Buhler Avenue,2153.0,NSW,Australia,10.0,37,3,1434.01,3,1,1,311,Late Bloomer,6,Perla Cortnay,2239.69
1549,Vikki,Tett,Female,87,1997-08-06,Unknown,Financial Services,Affluent Customer,Yes,4.0,20.0,20-29,0046 Grim Pass,2148.0,NSW,Australia,7.0,3,7,2924.48,4,3,3,433,Very Loyal,2,Vikki Tett,5720.9800000000005
1550,Nell,MacCafferky,Female,3,1986-09-12,Programmer Analyst II,IT,Mass Customer,Yes,12.0,31.0,30-39,4 Sutteridge Trail,2153.0,NSW,Australia,10.0,42,6,3172.63,3,2,3,323,Potential Customer,5,Nell MacCafferky,5181.85
1551,Joell,Balfe,Female,37,1975-05-30,Computer Systems Analyst I,Entertainment,Affluent Customer,No,17.0,43.0,40-49,8 Boyd Road,2075.0,NSW,Australia,12.0,22,7,5171.89,3,3,4,334,Potential Customer,5,Joell Balfe,7800.78
1552,Cully,Mangeon,Male,80,1988-06-06,Research Associate,Entertainment,Mass Customer,Yes,8.0,30.0,30-39,8 Bobwhite Park,2768.0,NSW,Australia,10.0,99,5,5400.320000000001,1,2,4,124,Almost Lost Customer,9,Cully Mangeon,6945.16
1553,Vanna,Matts,Female,68,1956-05-31,Administrative Assistant IV,Retail,High Net Worth,No,7.0,62.0,60-69,62047 Ludington Terrace,2148.0,NSW,Australia,8.0,84,4,2002.85,2,1,2,212,High Risk Customer,8,Vanna Matts,4422.05
1554,Land,Aarons,Male,83,1994-08-12,Assistant Manager,Retail,Affluent Customer,No,3.0,23.0,20-29,277 Maple Circle,2768.0,NSW,Australia,8.0,20,7,5636.08,3,3,4,334,Potential Customer,5,Land Aarons,9898.23
1555,Marcello,Spenclay,Male,60,1962-08-19,Tax Accountant,Health,High Net Worth,No,15.0,55.0,50-59,845 Mendota Center,2148.0,NSW,Australia,8.0,133,7,3107.36,1,3,3,133,Almost Lost Customer,9,Marcello Spenclay,7885.78
1556,Bartram,Brownstein,Male,30,1986-03-25,Web Developer III,Manufacturing,Mass Customer,Yes,6.0,32.0,30-39,13795 Corscot Drive,2147.0,NSW,Australia,9.0,84,5,3519.2200000000003,2,2,3,223,High Risk Customer,8,Bartram Brownstein,6248.45
1557,Efren,Castanos,Male,64,1975-08-14,Speech Pathologist,Financial Services,Mass Customer,No,6.0,42.0,40-49,08 Twin Pines Place,2768.0,NSW,Australia,9.0,75,7,4795.51,2,3,4,234,Losing Customer,7,Efren Castanos,9899.14
1558,Oberon,Scading,Male,14,1991-05-12,Information Systems Manager,Financial Services,Affluent Customer,No,2.0,27.0,20-29,07236 Jenifer Point,2763.0,NSW,Australia,10.0,8,9,10640.3,4,4,4,444,Platinum Customer,1,Oberon Scading,13587.269999999999
1559,Hilton,Gladwell,Male,63,1975-10-14,Unknown,Health,High Net Worth,Yes,12.0,42.0,40-49,2 Darwin Parkway,2118.0,NSW,Australia,9.0,56,7,8050.099999999999,2,3,4,234,Losing Customer,7,Hilton Gladwell,10631.65
1560,Tymon,Blackstone,Male,14,1973-01-12,Unknown,Retail,Mass Customer,No,5.0,45.0,40-49,57878 Northfield Crossing,2144.0,NSW,Australia,10.0,202,3,486.60999999999996,1,1,1,111,Lost Customer,11,Tymon Blackstone,1348.02
1561,Clemens,Rawll,Male,47,1975-03-14,Graphic Designer,Manufacturing,Mass Customer,Yes,14.0,43.0,40-49,61 Donald Crossing,2142.0,NSW,Australia,9.0,43,8,6918.889999999999,3,4,4,344,Recent Customer,4,Clemens Rawll,10601.55
1562,Elset,Biasio,Female,29,1984-07-11,Staff Scientist,Unknown,Affluent Customer,Yes,3.0,33.0,30-39,842 Rutledge Parkway,2145.0,NSW,Australia,9.0,100,3,2606.7000000000003,1,1,2,112,Evasive Customer,10,Elset Biasio,4066.11
1563,Crosby,Claeskens,Male,39,1992-03-10,Account Representative IV,Property,Mass Customer,No,9.0,26.0,20-29,8462 Emmet Trail,4878.0,QLD,Australia,4.0,129,4,2877.89,1,1,3,113,Evasive Customer,10,Crosby Claeskens,4845.110000000001
1564,Sascha,Tander,Female,42,1964-02-27,Geologist III,Retail,Mass Customer,No,16.0,54.0,50-59,6265 Moland Terrace,2076.0,NSW,Australia,10.0,13,3,493.16999999999996,4,1,1,411,Recent Customer,4,Sascha Tander,2983.8
1565,Jay,Janiszewski,Male,71,1953-08-17,Sales Representative,Retail,High Net Worth,Yes,11.0,64.0,60-69,4 Rowland Way,2126.0,NSW,Australia,10.0,9,2,1182.38,4,1,1,411,Recent Customer,4,Jay Janiszewski,3083.23
1566,Stavros,Goodinson,Male,95,1962-01-03,Executive Secretary,Argiculture,Mass Customer,No,17.0,56.0,50-59,04488 Jenna Alley,2289.0,NSW,Australia,9.0,86,4,1597.26,2,1,1,211,Almost Lost Customer,9,Stavros Goodinson,2886.44
1567,Florri,Ramsdell,Female,18,1971-12-16,Teacher,Unknown,Mass Customer,No,16.0,46.0,40-49,4 Toban Junction,2154.0,NSW,Australia,8.0,24,7,4071.8199999999997,3,3,3,333,Potential Customer,5,Florri Ramsdell,10643.93
1568,Bellanca,Strutz,Female,78,1980-05-23,Chemical Engineer,Manufacturing,Mass Customer,Yes,9.0,38.0,30-39,5 Manley Avenue,2122.0,NSW,Australia,11.0,139,5,3870.4799999999996,1,2,3,123,Evasive Customer,10,Bellanca Strutz,7722.0599999999995
1569,Dave,Mews,Male,87,1987-06-03,Structural Analysis Engineer,Unknown,Mass Customer,No,8.0,31.0,30-39,9 Eastlawn Court,2155.0,NSW,Australia,10.0,53,1,1103.43,2,1,1,211,Almost Lost Customer,9,Dave Mews,1466.68
1570,Phil,Dodle,Female,70,1995-11-20,Staff Accountant III,Entertainment,Mass Customer,No,17.0,22.0,20-29,97910 Leroy Junction,2073.0,NSW,Australia,12.0,33,9,5321.3,3,4,4,344,Recent Customer,4,Phil Dodle,9958.95
1571,Tadeas,McUre,Male,19,1980-09-08,Clinical Specialist,Health,Mass Customer,Yes,22.0,37.0,30-39,608 Rutledge Drive,2121.0,NSW,Australia,11.0,3,4,4968.78,4,1,4,414,Recent Customer,4,Tadeas McUre,6221.7300000000005
1572,Tam,Jahner,Male,51,1957-07-26,Recruiting Manager,Financial Services,High Net Worth,Yes,16.0,60.0,60-69,8 Heffernan Crossing,2126.0,NSW,Australia,12.0,82,6,7651.019999999999,2,2,4,224,Losing Customer,7,Tam Jahner,10119.88
1573,Aurea,Reubens,Female,48,1994-07-05,Web Designer I,Property,Mass Customer,Yes,4.0,23.0,20-29,9 Northfield Circle,2121.0,NSW,Australia,12.0,64,4,2236.76,2,1,2,212,High Risk Customer,8,Aurea Reubens,5400.4400000000005
1574,Werner,Wall,Male,16,1995-11-15,Database Administrator I,Unknown,Affluent Customer,Yes,2.0,22.0,20-29,996 Morning Parkway,2119.0,NSW,Australia,11.0,73,10,3220.9000000000005,2,4,3,243,Losing Customer,7,Werner Wall,9813.75
1575,Phaidra,Jindacek,Female,82,1989-03-13,Design Engineer,Retail,Mass Customer,No,17.0,29.0,20-29,7015 Hintze Parkway,2153.0,NSW,Australia,11.0,86,4,1050.28,2,1,1,211,Almost Lost Customer,9,Phaidra Jindacek,4088.84
1576,Reube,Roscrigg,Male,77,1985-11-10,VP Marketing,Financial Services,Mass Customer,No,20.0,32.0,30-39,3525 Buena Vista Plaza,2120.0,NSW,Australia,9.0,37,8,4521.35,3,4,4,344,Recent Customer,4,Reube Roscrigg,7956.31
1577,Diannne,Teager,Female,87,1976-09-08,Automation Specialist I,Manufacturing,High Net Worth,No,10.0,41.0,40-49,6 Hallows Pass,2118.0,NSW,Australia,11.0,12,7,3677.0,4,3,3,433,Very Loyal,2,Diannne Teager,7980.92
1578,Andreas,Bazely,Male,60,1978-04-14,Unknown,Health,High Net Worth,Yes,11.0,40.0,40-49,7317 Huxley Alley,2112.0,NSW,Australia,8.0,16,7,6165.099999999999,4,3,4,434,Very Loyal,2,Andreas Bazely,9064.42
1579,Madelaine,Siegertsz,Female,40,1978-01-27,Desktop Support Technician,Financial Services,Affluent Customer,Yes,17.0,40.0,40-49,82 Hanover Avenue,2101.0,NSW,Australia,10.0,40,10,8102.62,3,4,4,344,Recent Customer,4,Madelaine Siegertsz,12087.02
1580,Laird,Prover,Male,23,1981-06-21,Associate Professor,Retail,High Net Worth,No,5.0,37.0,30-39,3384 Nelson Circle,4227.0,QLD,Australia,3.0,55,8,3225.0,2,4,3,243,Losing Customer,7,Laird Prover,7454.8099999999995
1581,Melessa,Delyth,Female,26,1974-04-13,Recruiter,Argiculture,Mass Customer,No,13.0,44.0,40-49,45314 Pepper Wood Junction,2251.0,NSW,Australia,6.0,36,8,2944.09,3,4,3,343,Potential Customer,5,Melessa Delyth,7922.66
1582,Francesco,Wasson,Male,32,1978-01-14,Office Assistant III,Property,Mass Customer,No,4.0,40.0,40-49,85301 John Wall Road,2101.0,NSW,Australia,11.0,55,5,1914.1999999999998,2,2,2,222,High Risk Customer,8,Francesco Wasson,5202.889999999999
1583,Krysta,O' Reagan,Unknown,18,,Geologist IV,IT,Mass Customer,Yes,,,,277 Lindbergh Alley,2100.0,NSW,Australia,11.0,112,4,3221.08,1,1,3,113,Evasive Customer,10,Krysta O' Reagan,4888.05
1584,Susanetta,,Female,93,1992-04-27,Legal Assistant,Manufacturing,Mass Customer,No,9.0,26.0,20-29,6 Logan Junction,2148.0,NSW,Australia,9.0,2,2,1323.66,4,1,1,411,Recent Customer,4,Susanetta,2749.7200000000003
1585,Stillman,Sackur,Male,87,1961-04-07,Pharmacist,Health,Mass Customer,Yes,5.0,57.0,50-59,70416 Becker Court,2099.0,NSW,Australia,10.0,37,8,3461.65,3,4,3,343,Potential Customer,5,Stillman Sackur,8002.97
1586,Madelena,Risson,Female,47,1985-12-27,Physical Therapy Assistant,Manufacturing,High Net Worth,No,15.0,32.0,30-39,256 Fordem Street,2119.0,NSW,Australia,11.0,16,6,4154.0199999999995,4,2,4,424,Becoming Loyal,3,Madelena Risson,6104.44
1587,Kevan,Laminman,Male,17,1986-08-16,Software Test Engineer III,Entertainment,Affluent Customer,Yes,12.0,31.0,30-39,7 Laurel Junction,2079.0,NSW,Australia,10.0,77,5,635.72,2,2,1,221,High Risk Customer,8,Kevan Laminman,4992.59
1588,Dukey,McCrie,Male,24,1983-01-28,Administrative Officer,IT,High Net Worth,Yes,7.0,35.0,30-39,7032 Hallows Drive,2126.0,NSW,Australia,11.0,32,7,3628.2599999999998,3,3,3,333,Potential Customer,5,Dukey McCrie,9131.54
1589,Walker,Bartalot,Male,83,1989-07-08,Human Resources Manager,Health,Mass Customer,Yes,4.0,28.0,20-29,78000 Arrowood Center,2775.0,NSW,Australia,9.0,11,6,6738.659999999999,4,2,4,424,Becoming Loyal,3,Walker Bartalot,8549.57
1590,Crystie,Fontanet,Female,8,1965-12-09,Assistant Manager,Retail,Mass Customer,No,14.0,52.0,50-59,5 Elgar Place,4132.0,QLD,Australia,5.0,86,3,2248.0399999999995,2,1,2,212,High Risk Customer,8,Crystie Fontanet,5130.389999999999
1591,Fonz,Jankin,Male,4,1976-09-14,Operator,Manufacturing,Mass Customer,Yes,14.0,41.0,40-49,54 Veith Drive,2073.0,NSW,Australia,12.0,29,12,5968.91,3,4,4,344,Recent Customer,4,Fonz Jankin,13908.32
1592,Thorin,Klagges,Male,21,1986-08-04,Software Test Engineer III,Unknown,Mass Customer,Yes,14.0,31.0,30-39,0 Michigan Plaza,2077.0,NSW,Australia,10.0,100,4,3348.2499999999995,1,1,3,113,Evasive Customer,10,Thorin Klagges,5703.379999999999
1593,Tommy,Kupisz,Female,69,1979-10-11,Tax Accountant,IT,Mass Customer,No,17.0,38.0,30-39,2272 Buena Vista Center,2065.0,NSW,Australia,12.0,53,6,3818.36,2,2,3,223,High Risk Customer,8,Tommy Kupisz,7569.45
1594,Rolando,Amyes,Male,62,1981-11-26,Human Resources Manager,Property,Mass Customer,No,7.0,36.0,30-39,0 Thackeray Avenue,2100.0,NSW,Australia,10.0,0,5,2617.75,4,2,2,422,Becoming Loyal,3,Rolando Amyes,6384.16
1595,Kora,Paoli,Female,15,1976-02-21,Senior Financial Analyst,Financial Services,High Net Worth,Yes,11.0,42.0,40-49,8 Warrior Avenue,3197.0,VIC,Australia,9.0,77,7,4891.75,2,3,4,234,Losing Customer,7,Kora Paoli,9792.89
1596,Vinnie,Sails,Male,2,1969-07-01,Cost Accountant,Financial Services,High Net Worth,Yes,8.0,49.0,40-49,5447 Weeping Birch Place,2086.0,NSW,Australia,12.0,135,5,2953.23,1,2,3,123,Evasive Customer,10,Vinnie Sails,5697.98
1597,Jeffry,Slowly,Male,93,1977-02-01,Nurse Practicioner,Retail,Affluent Customer,No,14.0,41.0,40-49,019 Derek Hill,2224.0,NSW,Australia,10.0,25,12,9739.46,3,4,4,344,Recent Customer,4,Jeffry Slowly,18052.68
1598,Guendolen,Betterton,Female,87,1973-12-02,Safety Technician III,Unknown,Mass Customer,No,11.0,44.0,40-49,4 Florence Street,2032.0,NSW,Australia,11.0,170,5,2317.99,1,2,2,122,Evasive Customer,10,Guendolen Betterton,6297.23
1599,Ozzy,Silver,Male,65,1999-11-24,Unknown,Unknown,Affluent Customer,No,1.0,18.0,Under 20,2390 Blackbird Point,2035.0,NSW,Australia,11.0,19,11,4855.5,3,4,4,344,Recent Customer,4,Ozzy Silver,8164.88
1600,Priscella,Stathers,Female,20,1985-05-21,Senior Financial Analyst,Financial Services,High Net Worth,No,2.0,33.0,30-39,96 Sundown Point,4220.0,QLD,Australia,9.0,13,9,2924.4300000000003,4,4,3,443,Very Loyal,2,Priscella Stathers,5904.32
1601,Nita,McCarthy,Female,45,1993-02-11,Desktop Support Technician,Manufacturing,Affluent Customer,No,1.0,25.0,20-29,5447 Buell Hill,2567.0,NSW,Australia,9.0,19,4,2317.27,3,1,2,312,Late Bloomer,6,Nita McCarthy,3901.84
1602,Shamus,Dennerly,Male,68,1979-01-09,Professor,Retail,Mass Customer,No,15.0,39.0,30-39,978 Valley Edge Park,2777.0,NSW,Australia,9.0,7,4,2997.36,4,1,3,413,Recent Customer,4,Shamus Dennerly,4971.84
1603,Osgood,Emerine,Male,89,1988-11-20,Quality Engineer,Manufacturing,Affluent Customer,Yes,20.0,29.0,20-29,46 Dunning Junction,4220.0,QLD,Australia,9.0,23,4,1488.1699999999998,3,1,1,311,Late Bloomer,6,Osgood Emerine,5471.889999999999
1604,Natale,Duinbleton,Male,51,1960-04-11,Unknown,Financial Services,High Net Worth,No,20.0,58.0,50-59,848 Dawn Drive,4818.0,QLD,Australia,5.0,99,3,1225.77,1,1,1,111,Lost Customer,11,Natale Duinbleton,3311.7200000000003
1605,Latrena,Ker,Female,72,1988-03-01,Unknown,Unknown,Affluent Customer,No,9.0,30.0,30-39,2517 Glacier Hill Point,3219.0,VIC,Australia,3.0,181,3,1721.0499999999997,1,1,1,111,Lost Customer,11,Latrena Ker,3871.88
1606,Shayne,Ellesworthe,Female,93,1980-11-25,Environmental Specialist,Unknown,Affluent Customer,Yes,9.0,37.0,30-39,658 Northfield Junction,3023.0,VIC,Australia,7.0,42,5,2602.85,3,2,2,322,Late Bloomer,6,Shayne Ellesworthe,6270.96
1607,Tiffani,Van Castele,Female,39,1988-01-22,Marketing Assistant,Retail,Mass Customer,Yes,15.0,30.0,30-39,5 Algoma Point,3809.0,VIC,Australia,5.0,1,5,1681.0199999999998,4,2,1,421,Becoming Loyal,3,Tiffani Van Castele,4898.71
1608,Fernande,Petzolt,Female,87,1958-09-21,Software Engineer III,Unknown,Mass Customer,Yes,6.0,59.0,50-59,1617 Lakewood Gardens Lane,2090.0,NSW,Australia,11.0,12,3,1206.35,4,1,1,411,Recent Customer,4,Fernande Petzolt,2811.51
1609,Reginald,Hanwright,Male,64,1996-11-26,Professor,Property,Mass Customer,Yes,3.0,21.0,20-29,373 Oak Valley Avenue,2048.0,NSW,Australia,11.0,61,5,4041.6000000000004,2,2,3,223,High Risk Customer,8,Reginald Hanwright,6259.92
1610,Valaree,Chisolm,Female,75,1955-02-10,Structural Engineer,Unknown,High Net Worth,Yes,9.0,63.0,60-69,75164 Sherman Crossing,2031.0,NSW,Australia,11.0,8,5,3556.1500000000005,4,2,3,423,Becoming Loyal,3,Valaree Chisolm,6734.610000000001
1611,Terencio,,Male,93,1971-11-22,Developer IV,Health,High Net Worth,Yes,13.0,46.0,40-49,6491 Gerald Court,2261.0,NSW,Australia,9.0,41,12,5450.34,3,4,4,344,Recent Customer,4,Terencio,13692.47
1612,Wendel,Headland,Male,70,1987-04-17,Community Outreach Specialist,Financial Services,High Net Worth,Yes,22.0,31.0,30-39,84504 Doe Crossing Road,2441.0,NSW,Australia,4.0,67,2,2932.8199999999997,2,1,3,213,High Risk Customer,8,Wendel Headland,3904.22
1613,Ernesta,Billany,Female,18,1977-05-25,Unknown,Property,Mass Customer,No,19.0,41.0,40-49,55433 Schmedeman Lane,2263.0,NSW,Australia,8.0,41,8,3512.0299999999997,3,4,3,343,Potential Customer,5,Ernesta Billany,6670.94
1614,Currie,Gimber,Male,2,1984-08-12,Unknown,Unknown,High Net Worth,No,8.0,33.0,30-39,835 Thackeray Place,2261.0,NSW,Australia,6.0,50,7,2397.3900000000003,2,3,2,232,Losing Customer,7,Currie Gimber,5571.04
1615,Evvie,Crack,Female,75,1971-02-04,Unknown,Entertainment,Mass Customer,Yes,7.0,47.0,40-49,24 Fuller Lane,3183.0,VIC,Australia,6.0,55,6,5353.57,2,2,4,224,Losing Customer,7,Evvie Crack,8856.76
1616,Shamus,Attenbrough,Male,75,1955-08-16,Media Manager II,Retail,High Net Worth,Yes,19.0,62.0,60-69,5333 Aberg Lane,4877.0,QLD,Australia,4.0,23,7,6150.25,3,3,4,334,Potential Customer,5,Shamus Attenbrough,10413.51
1617,Jannelle,Ort,Female,97,1978-07-06,Compensation Analyst,Financial Services,Affluent Customer,No,10.0,39.0,30-39,6 Melody Plaza,4215.0,QLD,Australia,8.0,5,5,2977.1900000000005,4,2,3,423,Becoming Loyal,3,Jannelle Ort,5926.27
1618,Andee,Scardifeild,Female,90,1966-03-01,Senior Developer,Unknown,Mass Customer,No,19.0,52.0,50-59,50 Dahle Crossing,3199.0,VIC,Australia,9.0,28,2,643.43,3,1,1,311,Late Bloomer,6,Andee Scardifeild,2033.21
1619,Matteo,Hallum,Male,83,1971-12-22,Staff Accountant III,Unknown,Mass Customer,Yes,6.0,46.0,40-49,2 Mayfield Alley,2089.0,NSW,Australia,10.0,84,10,7031.79,2,4,4,244,Losing Customer,7,Matteo Hallum,11466.11
1620,Jerrold,Bernetti,Male,18,1992-07-27,Structural Analysis Engineer,Unknown,High Net Worth,Yes,2.0,25.0,20-29,9020 Anhalt Park,2528.0,NSW,Australia,7.0,216,2,1149.25,1,1,1,111,Lost Customer,11,Jerrold Bernetti,2947.04
1621,Sibley,Eliyahu,Female,10,1974-09-09,Social Worker,Health,Mass Customer,No,22.0,43.0,40-49,48 Melby Trail,2131.0,NSW,Australia,8.0,82,5,1162.2399999999998,2,2,1,221,High Risk Customer,8,Sibley Eliyahu,2804.08
1622,Pietrek,Crowe,Male,44,1978-05-30,Senior Quality Engineer,Unknown,High Net Worth,No,16.0,40.0,40-49,1 Eliot Road,3910.0,VIC,Australia,8.0,47,3,1506.34,2,1,1,211,Almost Lost Customer,9,Pietrek Crowe,1952.29
1623,Katy,Taffee,Female,29,1997-12-24,Software Test Engineer III,Entertainment,High Net Worth,Yes,2.0,20.0,20-29,94181 South Park,3264.0,VIC,Australia,1.0,2,6,3362.5500000000006,4,2,3,423,Becoming Loyal,3,Katy Taffee,7686.06
1624,Hakim,Burnhard,Male,18,1980-05-04,Compensation Analyst,Financial Services,Mass Customer,Yes,6.0,38.0,30-39,718 Colorado Court,2220.0,NSW,Australia,8.0,3,6,1627.2200000000003,4,2,1,421,Becoming Loyal,3,Hakim Burnhard,4424.39
1625,Caryl,Clara,Male,20,1977-12-09,Information Systems Manager,Property,Mass Customer,Yes,10.0,40.0,40-49,2 Southridge Crossing,2763.0,NSW,Australia,8.0,9,8,8499.589999999998,4,4,4,444,Platinum Customer,1,Caryl Clara,12809.369999999999
1626,Fanchon,Fist,Female,82,1979-04-19,VP Accounting,Financial Services,Mass Customer,No,14.0,39.0,30-39,0 Westport Terrace,4570.0,QLD,Australia,5.0,255,2,1326.1499999999999,1,1,1,111,Lost Customer,11,Fanchon Fist,1789.3799999999999
1627,Vladimir,Morphet,Male,44,1961-11-19,Librarian,Entertainment,Affluent Customer,No,16.0,56.0,50-59,0 Namekagon Circle,3150.0,VIC,Australia,9.0,24,8,4834.08,3,4,4,344,Recent Customer,4,Vladimir Morphet,10051.58
1628,Hermione,Brereton,Unknown,13,,Assistant Manager,IT,Mass Customer,No,,,,76 Roxbury Pass,2528.0,NSW,Australia,6.0,133,2,2659.5699999999997,1,1,2,112,Evasive Customer,10,Hermione Brereton,3869.2699999999995
1629,Edsel,Lester,Male,46,1974-08-21,VP Accounting,Financial Services,Mass Customer,No,14.0,43.0,40-49,10 Hazelcrest Street,4413.0,QLD,Australia,5.0,1,7,6051.87,4,3,4,434,Very Loyal,2,Edsel Lester,8226.210000000001
1630,Sonni,Lindstedt,Female,63,1984-09-16,Professor,Manufacturing,Mass Customer,No,16.0,33.0,30-39,5528 North Hill,2681.0,NSW,Australia,1.0,23,3,1915.23,3,1,2,312,Late Bloomer,6,Sonni Lindstedt,3699.7799999999997
1631,Towny,Beebee,Male,11,1996-09-03,Speech Pathologist,Financial Services,Affluent Customer,No,1.0,21.0,20-29,9179 Sunfield Terrace,4510.0,QLD,Australia,2.0,131,5,3048.1200000000003,1,2,3,123,Evasive Customer,10,Towny Beebee,5204.3
1632,Orbadiah,Kennicott,Male,43,1985-08-12,Electrical Engineer,Manufacturing,High Net Worth,Yes,3.0,32.0,30-39,18708 Darwin Park,3977.0,VIC,Australia,7.0,281,2,853.1600000000001,1,1,1,111,Lost Customer,11,Orbadiah Kennicott,2114.26
1633,Ashia,Muzzi,Female,16,1964-07-08,Mechanical Systems Engineer,Property,High Net Worth,Yes,14.0,53.0,50-59,46310 Raven Trail,4220.0,QLD,Australia,4.0,17,3,2548.92,4,1,2,412,Recent Customer,4,Ashia Muzzi,4623.68
1634,Jordana,Beach,Female,20,1970-08-31,Director of Sales,Manufacturing,Affluent Customer,No,12.0,47.0,40-49,49932 Messerschmidt Point,2138.0,NSW,Australia,11.0,29,4,1537.06,3,1,1,311,Late Bloomer,6,Jordana Beach,3683.93
1635,Indira,Robotham,Female,36,1971-09-02,Safety Technician IV,Financial Services,Mass Customer,No,7.0,46.0,40-49,6 Monument Circle,3186.0,VIC,Australia,11.0,139,4,1319.52,1,1,1,111,Lost Customer,11,Indira Robotham,6745.71
1636,Karly,Ackenhead,Female,65,1980-05-12,Chemical Engineer,Manufacturing,High Net Worth,Yes,5.0,38.0,30-39,2 Green Ridge Park,2478.0,NSW,Australia,8.0,40,5,3274.29,3,2,3,323,Potential Customer,5,Karly Ackenhead,6065.61
